Label,Close/Last,Volume,Open,High,Low
Google,$129.40 ,38906580,$129.99 ,$131.90 ,$127.74 
Google,$130.47 ,31858600,$133.04 ,$133.82 ,$130.31 
Google,$132.31 ,30968120,$136.15 ,$136.84 ,$132.20 
Google,$137.49 ,25609660,$136.43 ,$137.95 ,$134.82 
Google,$136.43 ,26577560,$137.47 ,$137.90 ,$135.54 
Google,$135.30 ,26792800,$133.37 ,$136.17 ,$133.30 
Google,$134.13 ,38808800,$138.75 ,$139.28 ,$133.29 
Google,$138.60 ,33017700,$139.50 ,$141.43 ,$138.05 
Google,$141.45 ,28627160,$140.85 ,$142.18 ,$140.38 
Google,$139.21 ,34255040,$138.99 ,$139.84 ,$136.87 
Google,$138.94 ,44610740,$143.71 ,$143.85 ,$138.70 
Google,$143.02 ,49224400,$143.02 ,$144.54 ,$139.82 
Google,$142.65 ,56930140,$145.30 ,$149.12 ,$142.21 
Google,$148.04 ,89750760,$151.86 ,$152.10 ,$145.56 
Google,$137.88 ,51203200,$137.84 ,$138.20 ,$134.57 
Google,$135.70 ,34055560,$134.20 ,$135.84 ,$132.27 
Google,$133.29 ,30517560,$130.00 ,$133.37 ,$128.69 
Google,$129.12 ,30285020,$131.36 ,$132.61 ,$128.95 
Google,$129.24 ,39630880,$130.59 ,$132.81 ,$127.15 
Google,$126.74 ,36008600,$128.44 ,$129.34 ,$126.38 
Google,$130.37 ,55292040,$126.03 ,$130.78 ,$124.64 
Google,$130.09 ,41919220,$133.01 ,$134.76 ,$130.00 
Google,$133.51 ,21930560,$136.51 ,$137.91 ,$133.14 
Google,$135.65 ,20795280,$136.94 ,$138.40 ,$135.50 
Google,$136.29 ,27401960,$136.60 ,$137.39 ,$135.62 
Google,$139.79 ,23825920,$137.50 ,$141.20 ,$137.50 
Google,$139.13 ,26565080,$141.84 ,$143.19 ,$138.91 
Google,$141.65 ,23641580,$141.55 ,$142.81 ,$141.11 
Google,$140.02 ,23501240,$138.18 ,$140.33 ,$136.81 
Google,$138.57 ,34095680,$135.10 ,$138.64 ,$133.14 
Google,$137.00 ,19408240,$137.91 ,$138.25 ,$135.79 
Google,$137.55 ,29049040,$137.50 ,$139.69 ,$136.76 
Google,$137.65 ,49641520,$144.18 ,$144.30 ,$137.52 
Google,$144.42 ,22927780,$145.55 ,$146.61 ,$143.82 
Google,$145.07 ,25224500,$144.48 ,$145.55 ,$143.50 
