Date,Value
1/31/20,0.021164021
12/31/19,0.021621622
11/30/19,0.022099448
10/31/19,0.016853933
9/30/19,0.005649718
8/31/19,0.017241379
7/31/19,0.029585799
6/30/19,0
5/31/19,0.011976048
4/30/19,0.018292683
3/31/19,0.012345679
2/28/19,-0.018181818
1/31/19,0
12/31/18,0.012269939
11/30/18,0.01875
10/31/18,0.01910828
9/30/18,0.019480519
8/31/18,0.01986755
7/31/18,0.027210884
6/30/18,0.013793103
5/31/18,0.021126761
4/30/18,0.014285714
3/31/18,-0.007092199
2/28/18,0.007142857
1/31/18,0.02189781
12/31/17,0.014814815
11/30/17,0
10/31/17,0.015037594
9/30/17,0.023076923
8/31/17,0.015625
7/31/17,-0.015384615
6/30/17,0.015625
5/31/17,0.015873016
4/30/17,0.05
3/31/17,0
2/28/17,0.025641026
1/31/17,0.00862069
12/31/16,0.008695652
11/30/16,0.017699115
10/31/16,0.018018018
9/30/16,0.018348624
8/31/16,0.009259259
7/31/16,0
6/30/16,0.009345794
5/31/16,0.009433962
4/30/16,0.00952381
3/31/16,0.009615385
2/29/16,0
1/31/16,0.009708738
12/31/15,0
11/30/15,0.009803922
10/31/15,0.00990099
9/30/15,0
8/31/15,0
7/31/15,0
6/30/15,0
5/31/15,0.01
4/30/15,0.01010101
3/31/15,-0.01
2/28/15,-0.00990099
1/31/15,0
12/31/14,-0.009803922
11/30/14,0.00990099
10/31/14,-0.009803922
9/30/14,0
8/31/14,0.02
7/31/14,0.01010101
6/30/14,0
5/31/14,0.010204082
4/30/14,-0.01010101
3/31/14,0
2/28/14,-0.01
1/31/14,0
12/31/13,-0.00990099
11/30/13,0.01
10/31/13,0
9/30/13,0.01010101
8/31/13,0
7/31/13,0.010204082
6/30/13,0.010309278
5/31/13,-0.010204082
4/30/13,0
3/31/13,0
2/28/13,0
